4DbL7,7k/1p1q2p1/1p1p2P1/2p2Q2/7P/2P5/1P2R2K/8 b - - 0 39,d7f5 e2e8 f5f8 e8f8,408
5v851,4rrk1/ppqn1ppp/2pb1n2/3p4/3P1PN1/2PQ4/PPB3PP/RNB2RK1 b - - 0 12,f6g4 d3h7,408
M8hV3,3Qq3/5kBp/8/8/8/8/PP3PPP/6K1 w - - 7 42,d8d4 e8e1,408
NdbAy,3r4/8/P3R3/8/5P2/1P4P1/5k1P/3q2RK w - - 0 47,g1d1 d8d1 e6e1 d1e1,408
R6enu,1r3Nk1/ppp2qp1/4p2p/8/8/4n3/PPQ2PPP/5R1K w - - 0 22,f2e3 f7f1,408
WDWTG,2r5/2Pr1k1p/4p1p1/1pRp1p2/1P4P1/P2K3P/2R5/8 b - - 3 38,d7c7 c5c7 c8c7 c2c7,408
bgTtl,3RR1k1/5ppp/p7/1qp2b2/8/1B3P2/PP4PP/7K b - - 0 27,b5e8 d8e8,408
fkZLU,1r3Q1k/p2R1R1p/6b1/4q2p/6P1/7P/PP3P2/6K1 b - - 3 31,b8f8 f7f8,408
uMxwj,6k1/b1p3pb/p1p5/2P2PN1/r2Q4/8/8/4R1K1 b - - 0 39,a4d4 e1e8,408
297TV,3r1r1k/2qnb1p1/p2pB2B/1p1Pp3/8/P7/1PPQ1PPP/R4RK1 b - - 0 18,g7h6 d2h6,409
5aQeT,1k1R3r/ppp5/8/2P5/5rpp/P7/1P3PBP/3R2K1 b - - 1 25,h8d8 d1d8,409
7Y3mp,3r2k1/p4ppp/2p5/2P5/4q3/1N6/PbP2PPP/4R1K1 w - - 0 22,e1e4 d8d1 e4e1 d1e1,409
CHohI,3r2kr/p5pn/2p2p1p/1pR1P3/7Q/2P2N2/P4PPP/2Rq2K1 w - - 1 29,c1d1 d8d1 f3e1 d1e1,409
GFJRx,2R3k1/1p1b1ppp/pq2p3/3n4/1PQP4/P5n1/4BPPP/6K1 b - - 1 26,d7c8 c4c8 b6d8 c8d8,409
T8g4y,5rk1/1b2Rpp1/2q4p/p7/2p5/6Q1/PbB2PPP/4R1K1 w - - 0 34,g3f4 c6g2,409
Y4Fh6,r5k1/pb2rp1p/1p3p1B/8/8/1B5Q/PP4PP/3Rq2K w - - 8 26,d1e1 e7e1,409
hHp7j,3r4/8/4Qp2/8/P7/1P3kP1/2P2P1P/6K1 w - - 5 31,c2c4 d8d1 e6e1 d1e1,409
jr2uV,5qk1/8/p6p/1p2p3/1P5p/P2P4/1BB1R2P/7K w - - 0 38,b2e5 f8f1,409
wrAIt,7k/6bp/6p1/8/2Q2P2/2P5/PP3qPP/3Rr2K w - - 1 28,d1e1 f2e1 c4f1 e1f1,409
0w1HA,3q2k1/pb2rppp/1p3b2/3B4/8/1Q2B1P1/P1R1PP1P/6K1 w - - 8 27,d5c4 d8d1,410
1DFEA,4k2b/5p2/p1r2P2/1p2P1P1/3R1q2/8/PP2Q3/K7 w - - 0 35,d4f4 c6c1,410
EQ8vX,8/8/5Rp1/p3p3/6Pk/5K2/r7/8 b - - 0 45,g6g5 f6h6,410
HXh53,b7/2pqbrkP/8/1p6/p4P2/2P5/PP1N1P2/2K3RR b - - 0 26,g7h8 g1g8,410
KBNmN,3Q3k/pp4pp/5b2/8/8/6Pq/PPB4P/5R1K b - - 0 28,f6d8 f1f8,410
P23Mx,2R4k/6rp/p2p4/3Q4/4pq2/1P1b4/P5PP/6K1 b - - 1 32,g7g8 d5g8,410
bDnna,3r2k1/pprN1pp1/5q1p/3p3b/PP1P4/2P1R1P1/5P2/1BR1Q1K1 b - - 0 30,c7d7 e3e8 d8e8 e1e8,410
hACOs,3rR2k/p4r1p/1p4pP/2p2p2/8/6P1/PP3P2/4R1K1 b - - 1 35,d8e8 e1e8 f7f8 e8f8,410
n9Ft8,4r1k1/5p2/p2p3p/1p1B2p1/3N4/2PP2pb/PP6/R3r1K1 w - - 6 35,a1e1 e8e1,410
s6FLf,r3r1k1/ppp2ppp/8/2b1q3/6Q1/2N5/PPPP2PP/R1BK3R w - - 1 18,h1e1 e5e1,410
4Yo0R,2r3k1/2Q2ppp/4p3/3pP3/8/7P/R4PP1/6K1 b - - 0 29,c8c7 a2a8 c7c8 a8c8,411
EMIRZ,2r3k1/p6p/2r2bp1/4n3/3p1p2/B4P1P/PP1RB1P1/1K2R3 w - - 3 25,e2d1 c6c1,411
HnKVF,r7/4R2p/6p1/K1kP4/2P2P2/3n2P1/7P/8 w - - 12 48,e7a7 a8a7,411
J3uWa,7k/ppp3pp/4B1n1/8/4b3/6q1/P1P3P1/2B2QK1 b - - 0 28,g6h4 f1f8,411
dIzBU,2r3k1/5pp1/p2q3p/1p2p3/4P3/8/PP3PPP/3R2K1 w - - 0 24,d1d6 c8c1 d6d1 c1d1,411
eqhAX,r1br1Q1k/ppp3pp/3p4/8/4P3/2N5/PPP3PP/5RK1 b - - 1 18,d8f8 f1f8,411
g98Qa,4rk2/p2R1ppp/P1p5/1p6/8/2P5/3Q1PPP/4q1K1 w - - 2 38,d2e1 e8e1,411
waJPr,rn3rk1/ppQ3bp/4p1p1/8/8/3P4/PPP3PP/R1B1Rq1K w - - 2 17,e1f1 f8f1,411
6Fgbt,2Rr1Q1k/p5pp/1q6/3p4/4p1P1/8/P4PKP/2R5 b - - 0 31,d8f8 c8f8,411
30W6s,6k1/Bp3ppp/4p3/8/1P4P1/P4b1P/1bR2P2/3r1BK1 b - - 4 24,b2e5 c2c8 d1d8 c8d8,412
mMh9T,6k1/5ppp/3n4/R7/P2P4/2r2PP1/8/6K1 b - - 0 33,c3f3 a5a8 d6c8 a8c8,412
oQMae,8/4r2k/6p1/1q1p3p/5p2/5P2/P5PP/1Q2B2K w - - 0 42,b1b5 e7e1 b5f1 e1f1,412
rhOpy,4r3/5p2/p2p4/1p1P2kB/1b6/5R2/5PP1/5K2 w - - 3 35,h5f7 e8e1,412
v4AUB,4R3/8/1p6/p1p5/P1P5/6K1/1r5p/7k b - - 3 61,h1g1 e8e1,412
x5lEN,3rk2r/p3bppp/2p1p3/2p5/4q3/2P5/PPQ2PPP/R1B3K1 w k - 0 18,c2e4 d8d1 e4e1 d1e1,412
BQGNM,rnb1Qrk1/ppp2Bpp/8/8/8/2P5/P5PP/qN2R1K1 b - - 0 16,g8h8 e8f8,413
GzDb8,6k1/5rp1/p3p3/2ppB2p/2p1b3/2P3QP/PP1q2PK/5R2 b - - 3 30,f7f1 g3g7,413
JwQEi,r5k1/pq3p1p/5Pp1/4R3/2p5/7P/P5P1/4Q2K b - - 0 29,a8b8 e5e8 b8e8 e1e8,413
NqdxN,2r5/1p3pkp/8/1b1R4/4pN2/bP4P1/P4P1P/1K6 w - - 6 28,d5b5 c8c1,413
S09dR,R7/5kpp/2P5/1r6/2r5/5B2/5PPP/2R3K1 w - - 4 30,c1c4 b5b1 c4c1 b1c1 f3d1 c1d1,413
VsTbQ,4Rkr1/1p3qp1/p4pQ1/8/1P6/P7/5P2/4R1K1 b - - 11 45,f7e8 e1e8,413
Xss8C,r3r1k1/p1p2ppp/1p3q2/4b3/1P6/P5P1/2P1QPKP/1RB1R3 b - - 3 19,e5c3 e2e8 a8e8 e1e8,413
eMEkz,5rk1/p1p2qpp/2Q1p3/2P1P1r1/3P1P2/6P1/P6P/5RK1 w - - 0 24,f4g5 f7f1,413
s2hYs,8/r7/p7/3p1k1p/2p4K/P1P4P/1P2R3/8 w - - 4 53,h4h5 a7h7,413
tbLji,5k2/5p2/5P2/4PK2/8/2r4p/1p6/3R4 b - - 1 59,c3b3 d1d8,413
5oJqD,5rk1/1b3Rp1/pb5p/1p6/6Q1/2p5/PBB3PP/5r1K w - - 0 26,f7f1 f8f1,414
ODcJI,3rk3/8/4PK2/8/8/7R/7p/8 b - - 1 55,d8d2 h3h8,414
PsOgD,2r2k2/6p1/4P2p/p4p2/8/P2p3P/1P2RPP1/5K2 w - - 0 35,e2d2 c8c1 d2d1 c1d1,414
rsRkn,6k1/p3r1pp/1p1BP3/3p4/3n1R2/7P/7K/8 b - - 0 40,e7e6 f4f8,414
tHefQ,8/7p/1p2p3/3kPp2/r2P1P1P/2R1K3/8/8 b - - 0 43,b6b5 c3c5,414
pd1jm,r1b3rk/3p1pBp/p1n1p3/2p1P3/2pP2Q1/q1P3RP/P5P1/R5K1 b - - 0 19,g8g7 g4g7,414
OvZNp,r3Rk2/1p4pp/2pq2r1/p2p1p2/2bP4/P1P1Q1P1/1P3P1P/4R1K1 b - - 3 25,a8e8 e3e8,414
YrRhj,2b2k2/5p1p/2n2Pp1/1r6/1N2P3/pPr5/P1PRBK1P/3R4 b - - 0 32,b5b4 d2d8 c6d8 d1d8,414
07Ff7,3r4/pB3R2/1p2p3/8/kP4b1/2P1B3/P4P2/4K3 w - - 1 29,b7e4 d8d1,415
7EhpL,6k1/pp4pp/3B4/2p5/2P3PP/1P6/r5r1/5R1K b - - 2 37,g2g4 f1f8,415
7RyPa,3RRbk1/5ppp/8/2q5/8/8/KP6/8 b - - 3 41,g8h8 e8f8 c5f8 d8f8,415
K2bKD,3q2k1/5ppp/p7/4P3/8/2P2N2/b1Q2PPP/6K1 w - - 0 27,c2a2 d8d1 f3e1 d1e1,415
SHe5C,4Q1k1/6p1/p1q3P1/1p6/2p4P/2PrRN2/PP3PK1/8 b - - 6 34,c6e8 e3e8,415
VgQbM,8/8/5p2/1P3P2/2R4p/1r4k1/8/7K w - - 4 54,c4c6 b3b1 c6c1 b1c1,415
k9qwP,1r2r1kB/ppq4p/6p1/3b4/8/8/PQ3PPP/2R3K1 w - - 0 23,c1c7 e8e1,415
pXrwu,4Qr1k/pp4bp/3P2p1/4p3/8/1B2n3/PP5P/7K w - - 3 28,e8d7 f8f1,415
qSnbA,4r1k1/6p1/6p1/pb2B1N1/1p3PnP/1P6/P2R2P1/6K1 w - - 1 35,e5c7 e8e1,415
r6H6z,6k1/p4ppp/1p2p3/8/1pR5/n5P1/3r1PKP/8 b - - 0 43,b4b3 c4c8 d2d8 c8d8,415
7Sdmg,4rQ1k/p5pp/4r3/P2pP1q1/3P4/1PB4P/6N1/5RK1 b - - 2 32,e8f8 f1f8,416
BQvJG,1rb1k2r/2p1ppbp/p1B3p1/1p2P3/6n1/N1P5/PP3PPP/R1BR2K1 b k - 4 15,e8f8 d1d8,416
D0PtK,8/pp2Q1p1/1kp4p/8/8/P4p2/1P3R1P/3q3K w - - 1 46,f2f1 d1f1,416
NAstu,4k1r1/1p2Bp1p/p1b1pP2/8/2p5/2P5/P1P4P/K2R4 b - - 4 30,g8g5 d1d8,416
ZNWxr,5qk1/1p4p1/1nbb3p/3p4/p2Pn3/P1P3P1/BP2Q2P/R1B4K w - - 0 26,e2e4 f8f1,416
pdWGp,rn2Q2k/pp3rpp/2p5/3p4/2nP3B/2q4P/P1P2Pb1/1R1K3R b - - 1 23,f7f8 e8f8,416
qjKXj,5Q1K/6R1/p7/1p3q1p/5k2/8/8/8 w - - 1 62,g7h7 f5f8,416
uQQ4s,8/5Kpk/5p2/5P2/5r1p/8/7R/8 b - - 3 45,f4f5 h2h4 f5h5 h4h5,416
7CNT1,1R2r2k/p5pp/3P4/4pp2/8/PQ2PP1P/4r1PK/4q3 b - - 2 36,e8g8 b3g8,417
NDna2,6k1/5pbp/p5p1/1p6/2p5/P3Pq2/RPQ5/1K1rB3 w - - 1 32,c2d1 f3d1,417
Nxm1s,r1bq4/pp3ppk/4p3/8/2P5/2b2Q2/P4PPP/1RB3K1 w - - 0 20,f3c3 d8d1 c3e1 d1e1,417
VOeGo,6k1/pp3ppp/2p3r1/3p3q/5r2/2P1Q1NP/PP3PK1/R7 b - - 6 28,h5f5 e3e8,417
ZzMUX,3rQk2/1pp2pp1/6r1/p5q1/P1P4p/1P2R3/5PP1/4R2K b - - 4 35,d8e8 e3e8,417
mKOzd,6k1/5p1p/p5p1/np4P1/2pB4/2r4P/P3RPK1/8 b - - 1 29,c3d3 e2e8,417
nzcX8,3k4/p3r3/1p4p1/3r3p/P7/2R4B/7P/6K1 b - - 7 47,d5d2 c3c8,417
sgZC8,8/3R4/4pppk/qpQ4p/4P2P/pP3P2/P1P3P1/1K6 w - - 1 33,f3f4 a5e1 d7d1 e1d1,417
yYAWN,4r1k1/5p2/p6Q/1p4p1/6b1/P5P1/6PP/3Rq2K w - - 1 33,d1e1 e8e1,417
Cq4NJ,8/4k2p/4p1p1/2P1P3/1q2N3/1B6/P5PP/5RK1 w - - 1 34,f1e1 b4e1,417
2i0Jr,8/3r3k/p3b1p1/1p2p1Bp/5p1P/P4RP1/1PP5/1K1rR3 w - - 1 37,e1d1 d7d1,418
3lj2u,3rR1k1/5ppp/5b1n/1Q6/3p4/1P4P1/P4P1P/6K1 b - - 1 32,d8e8 b5e8,418
8ba2Y,1r5k/2R5/2p5/8/6R1/3n4/6PP/6K1 w - - 14 45,c7c6 b8b1 c6c1 b1c1,418
BSh9d,3r4/pp4k1/4B2p/4q1p1/8/8/PP3PPP/4R1K1 w - - 0 30,e1e5 d8d1 e5e1 d1e1,418
BVXPB,5rk1/pp1b1p2/2rp3p/3p2p1/P2P4/1qRQ1N2/5PPP/2R3K1 w - - 0 28,c3b3 c6c1 d3f1 c1f1,418
FgjGA,r2q2rk/1b1p1pBp/p3pn2/1p4Q1/3NP3/2P2P2/P1P2P1P/R5RK b - - 0 18,g8g7 g5g7,418
JwHtd,1r3Q1k/bp4pp/p7/2P5/1P6/P5q1/1B3R2/5K2 b - - 2 32,b8f8 f2f8,418
ZS6UY,5r1k/5Qpp/p7/1p6/8/P6P/1P4P1/4R1K1 b - - 0 31,f8f7 e1e8 f7f8 e8f8,418
dwRvK,5rk1/ppQ3pp/3P4/8/8/4q1Pb/P6P/4R1K1 w - - 1 32,e1e3 f8f1,418
kL9um,8/5R1p/5p1k/5P2/5P2/5K2/8/4r3 b - - 4 57,h6h5 f7h7,418
24OU0,6k1/6pp/5p2/8/2P5/2K1Q3/P6q/8 b - - 0 35,h2a2 e3e8,419
2QWqW,5rk1/1pp2qpp/1b1p4/PP6/3P4/2Q1B1R1/6PP/R4rK1 w - - 1 26,a1f1 f7f1,419
2sSFP,7k/5r1p/p1p4p/3p2bN/8/1P6/P1P1R3/7K b - - 0 39,f7f3 e2e8 f3f8 e8f8,419
3XssJ,2k1Qr2/1b1n4/p1pP2pp/1p1n4/2pq4/6P1/PP3PBP/R1B1R1K1 b - - 2 20,f8e8 e1e8,419
5CZJk,r2q1rk1/pp1nbpPb/2p1p3/5n2/5P2/1PQ2N1P/PBPP2B1/2KR4 b - - 2 17,f5g7 c3g7,419
5QM5J,2r5/3R1p2/b3p3/6k1/1N5p/4bP1P/PP4P1/1K6 w - - 0 37,b4a6 c8c1,419
6CxsK,6k1/1pr2p1p/p2b1p2/3b4/N7/1P2P3/P4PP1/3R3K w - - 0 24,d1d5 c7c1 d5d1 c1d1,419
IJlm8,3r1rk1/1b1q3p/p4pp1/4p3/P1N3R1/1PP3Q1/5PPP/R5K1 w - - 3 33,g4h4 d7d1 a1d1 d8d1,419
IafrJ,1r5k/7p/5p2/p1p1bP2/b1BpP2P/1P1P1R2/6P1/7K w - - 0 39,b3a4 b8b1 f3f1 b1f1,419
MxXHQ,1k6/2p4p/K1P1R2P/8/8/8/8/1r6 b - - 6 71,b1c1 e6e8,419
0O3Q7,4r1k1/pp3pBp/5Pr1/5b2/2p5/2P3P1/PP3PK1/3R4 b - - 8 32,e8e2 d1d8 e2e8 d8e8,420
EbaVL,3Q1k2/4bpp1/2KN3p/p7/8/5P1P/1r4P1/4R3 b - - 0 39,e7d8 e1e8,420
FA6st,6k1/1b2r2p/p2pPppB/7n/1P1bB3/P6P/5PP1/2R3K1 b - - 2 29,b7e4 c1c8 e7e8 c8e8,420
JuW9W,b4n2/4q1k1/1p3pn1/p2p1B2/2pP2Q1/2P2NB1/P4PPP/6K1 w - - 8 31,f3h4 e7e1,420
Qrcwd,r4rk1/1pp1qnpp/p3p3/4Pp2/3P2P1/2P5/P1QN1P1P/RB3K2 b - - 0 18,f5g4 c2h7,420
UCJp3,5n1k/2p3p1/3q3p/8/8/P5P1/6BP/2Q4K w - - 0 36,c1b2 d6d1 g2f1 d1f1,420
aNi8N,8/5pk1/2r2Pp1/6P1/3R2K1/8/8/8 b - - 0 51,g7f8 d4d8,420
eW8bf,4Q2k/1p3rpp/8/p2p4/P2P2P1/2P5/1PK5/q7 b - - 1 36,f7f8 e8f8,420
ergwN,4Q2k/1p5r/p1b4P/3p4/3P4/8/5PP1/4R1K1 b - - 0 50,c6e8 e1e8,420
f2HZV,6k1/1pp3r1/3p2q1/p3b3/B1P1p2p/7P/PPQ1RP2/5RrK w - - 2 33,f1g1 g6g1,420
0P0XD,r1Q4k/5pp1/3q3p/n3p3/P2p4/3B1P2/6PP/2R3K1 b - - 3 30,a8c8 c1c8 d6d8 c8d8,421
48fXi,4r3/pR4pk/8/8/6n1/2P5/P5PP/R3r1K1 w - - 1 21,a1e1 e8e1,421
5LHb4,5r1k/pp1r2p1/7p/4R3/4BR2/P2p4/1P3PPP/6K1 b - - 0 29,f8f4 e5e8 f4f8 e8f8,421
G1jcE,3b2k1/3r1p1p/6p1/2pP1N2/1p2RP2/1P6/1B4PP/6K1 b - - 0 28,g6f5 e4e8,421
O9i60,1R6/3r2pk/5pp1/4p3/7P/6P1/5PK1/8 b - - 1 46,h7h6 b8h8,421
TDvNL,6k1/p5pp/qp3p2/2pb4/P2p1B2/1P1P1P2/2P1QKPP/8 b - - 2 24,a6b7 e2e8,421
XCTVj,1Q6/8/2p1q1pk/3p4/3P1P1p/4P3/5K2/8 b - - 3 47,h4h3 b8h8,421
YbGf3,5r1k/5p1p/5q2/1B2n3/P3Q1n1/7R/1r3P2/5RK1 b - - 5 33,f8g8 h3h7,421
ZkB7a,2r2Q1k/pp5p/3p2pP/4q3/4n3/8/PPP5/1K3R1R b - - 1 33,c8f8 f1f8,421
eKpEo,8/3R4/1pr5/8/2Pk4/1K6/8/8 b - - 5 63,d4c5 d7d5,421
5F6QE,r5k1/1pp2ppp/p2p2q1/2nP4/2P5/1P2Q3/P4PPP/4R1K1 b - - 3 25,g6f6 e3e8 a8e8 e1e8,422
96Twl,1k1Q4/ppp5/3r1p2/5p2/6p1/P5P1/1P4K1/3R4 b - - 0 30,d6d8 d1d8,422
